AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN
98,48,98Cd,,-67640,50,,50,2.0,0.0
96,48,96Cd,,-55570.0, 410.0,,48,2.0,2.0
128,49,128In,,-74190.1,1.3,247.87,79,1.0,3.0
125,49,125In,m,-80060,12,360.12,76,1.0,6.0
129,49,129In,m,-72384.2,2,459.0,80,1.0,2.0
109,49,109In,m,-85840,4,649.79,60,1.0,10.0
109,49,109In,,-86490,4,,60,1.0,10.0
107,49,107In,,-83567,10,678.5,58,1.0,8.0
107,49,107In,m,-82889,10,,58,1.0,8.0
128,49,128In,m,-73942.2,1.3,,79,1.0,3.0
129,49,129In,n,-71146.9,2,,80,1.0,2.0
129,49,129In,,-72834.9,2,,80,1.0,2.0
106,49,106In,m,-80579,12,28.6,57,1.0,7.0
129,49,129In,q,-70890,50,,80,1.0,2.0
123,49,123In,,-83429,20,327.21,74,1.0,8.0
121,49,121In,n,-83290.0, 100.0,313.68,72,1.0,10.0
106,49,106In,,-80608,12,,57,1.0,7.0
121,49,121In,m,-85521,27,,72,1.0,10.0
121,49,121In,,-85835,27,,72,1.0,10.0
123,49,123In,m,-83102,20,,74,1.0,8.0
108,49,108In,m,-84090,9,29.75,59,1.0,9.0
108,49,108In,,-84120,9,,59,1.0,9.0
123,49,123In,n,-81351,20,,74,1.0,8.0
123,49,123In,p,-81326.0,  24.0,,74,1.0,8.0
101,49,101In,m,-67910,40,1309.7,52,1.0,2.0
129,49,129In,p,-71180,50,,80,1.0,2.0
119,49,119In,m,-87388,7,311.37,70,1.0,12.0
119,49,119In,,-87699,7,,70,1.0,12.0
125,49,125In,n,-78402.9,1.9,,76,1.0,6.0
125,49,125In,p,-78251.1,2,,76,1.0,6.0
120,49,120In,n,-85430.0, 200.0,,71,1.0,11.0
120,49,120In,m,-85680.0,  50.0,,71,1.0,11.0
120,49,120In,,-85730,40,,71,1.0,11.0
130,49,130In,m,-69840,2,50.0,81,1.0,1.0
130,49,130In,,-69906.5,1.8,,81,1.0,1.0
101,49,101In,,-68545,12,,52,1.0,2.0
102,49,102In,,-70695,5,94.0,53,1.0,3.0
122,49,122In,,-83570,50,40.0,73,1.0,9.0
122,49,122In,m,-83530.0,  80.0,,73,1.0,9.0
100,49,100In,,-64178.1,2.2,,51,1.0,1.0
130,49,130In,n,-69521.1,2.1,,81,1.0,1.0
122,49,122In,n,-83280,130,,73,1.0,9.0
131,49,131In,,-68024.4,2.2,302.0,82,1.0,0.0
128,49,128In,n,-73905,2,,79,1.0,3.0
128,49,128In,p,-72392.5,1.4,,79,1.0,3.0
131,49,131In,m,-67648.4,2.5,,82,1.0,0.0
131,49,131In,n,-64280,90,,82,1.0,0.0
131,49,131In,p,-64240.8,2.3,,82,1.0,0.0
119,49,119In,p,-85042,7,,70,1.0,12.0
119,49,119In,n,-87045,7,,70,1.0,12.0
125,49,125In,,-80412.3,1.8,,76,1.0,6.0
130,49,130In,p,-69518.2,1.8,,81,1.0,1.0
109,49,109In,n,-84388,4,,60,1.0,10.0
132,49,132In,,-62410,60,25.0,83,1.0,1.0
134,49,134In,m,-51910.0, 200.0,,85,1.0,3.0
112,49,112In,n,-87639,4,156.592,63,1.0,13.0
105,49,105In,m,-78967,10,674.09,56,1.0,6.0
99,49,99In,m,-60980.0, 340.0,,50,1.0,0.0
103,49,103In,m,-74000,9,631.7,54,1.0,4.0
112,49,112In,,-87990,4,,63,1.0,13.0
99,49,99In,,-61380.0, 300.0,,50,1.0,0.0
133,49,133In,,-57690.0, 200.0,330.0,84,1.0,2.0
133,49,133In,m,-57360.0, 200.0,,84,1.0,2.0
105,49,105In,,-79641,10,,56,1.0,6.0
126,49,126In,,-77809,4,90.0,77,1.0,5.0
126,49,126In,m,-77719,5,,77,1.0,5.0
126,49,126In,n,-77566,4,,77,1.0,5.0
96,49,96In,,-38090.0, 500.0,,47,1.0,3.0
114,49,114In,,-88569.8,0.3,190.2682,65,1.0,15.0
114,49,114In,m,-88379.5,0.3,,65,1.0,15.0
114,49,114In,n,-88067.9,0.3,,65,1.0,15.0
116,49,116In,n,-87960.1,0.22,127.26700000000001,67,1.0,15.0
115,49,115In,m,-89200.113,0.021,336.244,66,1.0,16.0
98,49,98In,m,-53090.0, 790.0,820.0,49,1.0,1.0
98,49,98In,,-53910.0, 300.0,,49,1.0,1.0
103,49,103In,,-74632,9,,54,1.0,4.0
127,49,127In,p,-74515,10,408.9,78,1.0,4.0
104,49,104In,,-76183,6,85.389,55,1.0,5.0
117,49,117In,,-88943,5,315.303,68,1.0,14.0
134,49,134In,,-51970.0, 200.0,,85,1.0,3.0
127,49,127In,n,-75110,40,,78,1.0,4.0
127,49,127In,m,-76486,15,,78,1.0,4.0
111,49,111In,m,-87855,3,536.99,62,1.0,12.0
111,49,111In,,-88392,3,,62,1.0,12.0
116,49,116In,,-88249.76,0.22,,67,1.0,15.0
116,49,116In,m,-88122.49,0.22,,67,1.0,15.0
135,49,135In,,-47110.0, 300.0,,86,1.0,4.0
117,49,117In,m,-88628,5,,68,1.0,14.0
112,49,112In,m,-87833,4,,63,1.0,13.0
104,49,104In,m,-76090,6,,55,1.0,5.0
97,49,97In,m,-46990.0, 410.0,610.0,48,1.0,2.0
97,49,97In,,-47390.0, 400.0,,48,1.0,2.0
137,49,137In,,-35830.0, 400.0,,88,1.0,6.0
113,49,113In,,-89367.12,0.19,391.699,64,1.0,14.0
118,49,118In,n,-86990.0,  50.0,60.0,69,1.0,13.0
118,49,118In,m,-87130.0,  50.0,,69,1.0,13.0
118,49,118In,,-87228,8,,69,1.0,13.0
110,49,110In,,-86470,12,62.08,61,1.0,11.0
110,49,110In,m,-86408,12,,61,1.0,11.0
113,49,113In,m,-88975.42,0.19,,64,1.0,14.0
112,49,112In,p,-87376,4,,63,1.0,13.0
136,49,136In,,-40970.0, 300.0,,87,1.0,5.0
127,49,127In,,-76880,10,,78,1.0,4.0
124,49,124In,m,-80890,50,36.53,75,1.0,7.0
124,49,124In,,-80870,30,,75,1.0,7.0
115,49,115In,,-89536.357,0.012,,66,1.0,16.0
122,50,122Sn,n,-87174.5,2.4,1140.51,72,0.0,10.0
123,50,123Sn,p,-85662,2.5,24.6,73,0.0,9.0
128,50,128Sn,,-83361,18,1168.82,78,0.0,4.0
128,50,128Sn,m,-81270,18,,78,0.0,4.0
123,50,123Sn,q,-85102.2,2.5,,73,0.0,9.0
127,50,127Sn,,-83470,9,5.07,77,0.0,5.0
124,50,124Sn,p,-85574.9,1.3,1131.739,74,0.0,8.0
127,50,127Sn,m,-83465,9,,77,0.0,5.0
103,50,103Sn,,-67090.0, 100.0,168.0,53,0.0,3.0
124,50,124Sn,n,-85906.5,1.3,,74,0.0,8.0
124,50,124Sn,m,-86026.9,1.3,,74,0.0,8.0
130,50,130Sn,,-80132.2,1.9,1221.26,80,0.0,2.0
130,50,130Sn,m,-78185.3,1.9,,80,0.0,2.0
130,50,130Sn,n,-77697.4,1.9,,80,0.0,2.0
137,50,137Sn,,-50150.0, 300.0,,87,0.0,5.0
128,50,128Sn,n,-80869,18,,78,0.0,4.0
101,50,101Sn,,-60310,300,171.7,51,0.0,1.0
129,50,129Sn,q,-78038,17,35.15,79,0.0,3.0
129,50,129Sn,p,-78788,17,,79,0.0,3.0
114,50,114Sn,m,-87472.37,0.08,1299.907,64,0.0,14.0
122,50,122Sn,m,-87531,2.4,,72,0.0,10.0
122,50,122Sn,,-89940,2.4,,72,0.0,10.0
112,50,112Sn,,-88655.05,0.29,1256.69,62,0.0,12.0
122,50,122Sn,p,-85218.8,2.4,,72,0.0,10.0
124,50,124Sn,q,-83679.1,1.3,,74,0.0,8.0
107,50,107Sn,,-78512,5,151.2,57,0.0,7.0
135,50,135Sn,,-60632,3,,85,0.0,3.0
123,50,123Sn,n,-85869.8,2.5,,73,0.0,9.0
129,50,129Sn,,-80591,17,,79,0.0,3.0
129,50,129Sn,n,-78829,17,,79,0.0,3.0
136,50,136Sn,,-56170.0, 200.0,688.0,86,0.0,4.0
113,50,113Sn,m,-88250.7,1.6,77.389,63,0.0,13.0
113,50,113Sn,,-88328.1,1.6,,63,0.0,13.0
102,50,102Sn,m,-62910,100,,52,0.0,2.0
102,50,102Sn,,-64930,100,,52,0.0,2.0
114,50,114Sn,,-90559.735,0.029,,64,0.0,14.0
129,50,129Sn,m,-80556,17,,79,0.0,3.0
128,50,128Sn,p,-79262,18,,78,0.0,4.0
118,50,118Sn,n,-88544.7,0.5,1229.6660000000002,68,0.0,14.0
121,50,121Sn,q,-86362.7,1,6.31,71,0.0,11.0
131,50,131Sn,,-77265,4,,81,0.0,1.0
131,50,131Sn,m,-77200,4,,81,0.0,1.0
131,50,131Sn,n,-72595,4,,81,0.0,1.0
125,50,125Sn,,-85893.7,1.3,27.5,75,0.0,7.0
125,50,125Sn,m,-85866.2,1.3,,75,0.0,7.0
125,50,125Sn,n,-84000.9,1.3,,75,0.0,7.0
125,50,125Sn,p,-83834.2,1.4,,75,0.0,7.0
125,50,125Sn,q,-83270.2,1.4,,75,0.0,7.0
119,50,119Sn,p,-87696,0.8,23.871,69,0.0,13.0
119,50,119Sn,n,-87938,1.2,,69,0.0,13.0
119,50,119Sn,m,-89975.5,0.7,,69,0.0,13.0
119,50,119Sn,,-90065,0.7,,69,0.0,13.0
117,50,117Sn,m,-90083.1,0.5,158.562,67,0.0,15.0
117,50,117Sn,n,-87991.3,0.6,,67,0.0,15.0
104,50,104Sn,,-71627,6,1260.1,54,0.0,4.0
127,50,127Sn,n,-81643,9,,77,0.0,5.0
127,50,127Sn,p,-81539,9,,77,0.0,5.0
127,50,127Sn,q,-80918,9,,77,0.0,5.0
124,50,124Sn,,-88231.5,1.3,,74,0.0,8.0
132,50,132Sn,m,-71698.1,2,4041.2,82,0.0,0.0
109,50,109Sn,,-82630,8,13.97,59,0.0,9.0
132,50,132Sn,,-76546.6,2,,82,0.0,0.0
110,50,110Sn,,-85842,14,1212.02,60,0.0,10.0
118,50,118Sn,,-91652.8,0.5,,68,0.0,14.0
139,50,139Sn,,-39310.0, 400.0,,89,0.0,7.0
118,50,118Sn,m,-89077.9,0.5,,68,0.0,14.0
123,50,123Sn,,-87814.7,2.5,,73,0.0,9.0
117,50,117Sn,,-90397.7,0.5,,67,0.0,15.0
106,50,106Sn,,-77354,5,1207.7,56,0.0,6.0
105,50,105Sn,,-73338,4,199.7,55,0.0,5.0
99,50,99Sn,,-47980.0, 580.0,,49,0.0,1.0
121,50,121Sn,p,-86974.6,1,,71,0.0,11.0
121,50,121Sn,n,-87197.9,1,,71,0.0,11.0
121,50,121Sn,m,-89190.3,1,,71,0.0,11.0
121,50,121Sn,,-89196.6,1,,71,0.0,11.0
115,50,115Sn,,-90033.846,0.015,497.334,65,0.0,15.0
115,50,115Sn,m,-89421.04,0.04,,65,0.0,15.0
115,50,115Sn,n,-89320.21,0.12,,65,0.0,15.0
134,50,134Sn,m,-65187,3,725.6,84,0.0,2.0
134,50,134Sn,,-66434,3,,84,0.0,2.0
108,50,108Sn,,-82070,5,1206.07,58,0.0,8.0
126,50,126Sn,p,-81668,11,1141.15,76,0.0,6.0
126,50,126Sn,n,-83451,11,,76,0.0,6.0
138,50,138Sn,,-45510.0, 400.0,715.0,88,0.0,6.0
140,50,140Sn,,-34490.0, 300.0,,90,0.0,8.0
126,50,126Sn,m,-83796,11,,76,0.0,6.0
111,50,111Sn,m,-85684,5,154.48,61,0.0,11.0
111,50,111Sn,,-85939,5,,61,0.0,11.0
116,50,116Sn,,-91525.98,0.1,1293.56,66,0.0,16.0
116,50,116Sn,m,-89160,0.1,,66,0.0,16.0
116,50,116Sn,n,-87978.82,0.2,,66,0.0,16.0
126,50,126Sn,,-86015,11,,76,0.0,6.0
120,50,120Sn,n,-88195.5,0.9,1171.265,70,0.0,12.0
120,50,120Sn,m,-88616.1,0.9,,70,0.0,12.0
120,50,120Sn,,-91097.7,0.9,,70,0.0,12.0
133,50,133Sn,,-70873.9,1.9,853.7,83,0.0,1.0
100,50,100Sn,m,-52650.0, 310.0,,50,0.0,0.0
100,50,100Sn,,-57150,240,,50,0.0,0.0
138,50,138Sn,m,-44170.0, 400.0,,88,0.0,6.0
123,50,123Sn,m,-87790.1,2.5,,73,0.0,9.0
136,51,136Sb,,-64507,6,43.4,85,1.0,3.0
124,51,124Sb,m,-87608.2,1.4,10.8627,73,1.0,9.0
126,51,126Sb,q,-84580,30,17.7,75,1.0,7.0
126,51,126Sb,p,-86290,30,,75,1.0,7.0
126,51,126Sb,n,-86350,30,,75,1.0,7.0
126,51,126Sb,m,-86370,30,,75,1.0,7.0
126,51,126Sb,,-86390,30,,75,1.0,7.0
105,51,105Sb,,-64015,22,1219.41,54,1.0,4.0
104,51,104Sb,,-59300.0, 100.0,,53,1.0,3.0
127,51,127Sb,,-86698,5,490.94,76,1.0,6.0
127,51,127Sb,m,-84778,5,,76,1.0,6.0
127,51,127Sb,n,-84373,5,,76,1.0,6.0
125,51,125Sb,q,-85784.1,2.5,332.06,74,1.0,8.0
125,51,125Sb,n,-86143,2.5,,74,1.0,8.0
125,51,125Sb,m,-86283.9,2.5,,74,1.0,8.0
125,51,125Sb,,-88255.1,2.5,,74,1.0,8.0
106,51,106Sb,m,-66370,7,103.5,55,1.0,5.0
106,51,106Sb,,-66473,7,,55,1.0,5.0
128,51,128Sb,,-84630,19,,77,1.0,5.0
128,51,128Sb,m,-84620,18,,77,1.0,5.0
128,51,128Sb,n,-83013,19,,77,1.0,5.0
124,51,124Sb,p,-87578.3,1.4,,73,1.0,9.0
124,51,124Sb,n,-87582.3,1.4,,73,1.0,9.0
124,51,124Sb,,-87619.1,1.4,,73,1.0,9.0
142,51,142Sb,,-33610.0, 300.0,,91,1.0,9.0
132,51,132Sb,,-79635.3,2.5,,81,1.0,1.0
103,51,103Sb,,-56670.0, 300.0,,52,1.0,2.0
116,51,116Sb,m,-86728,5,93.99,65,1.0,15.0
120,51,120Sb,,-88417,7,,69,1.0,13.0
131,51,131Sb,,-81981.4,2.1,798.4939999999999,80,1.0,2.0
131,51,131Sb,m,-80305.3,2.1,,80,1.0,2.0
119,51,119Sb,n,-86634,7,270.52,68,1.0,14.0
119,51,119Sb,m,-86922,7,,68,1.0,14.0
119,51,119Sb,,-89476,7,,68,1.0,14.0
109,51,109Sb,,-76251,5,402.0,58,1.0,8.0
114,51,114Sb,m,-84002,20,27.33,63,1.0,13.0
139,51,139Sb,,-50050.0, 400.0,,88,1.0,6.0
131,51,131Sb,n,-80294.2,2.3,,80,1.0,2.0
131,51,131Sb,p,-79815.8,2.6,,80,1.0,2.0
134,51,134Sb,m,-73740,3,13.0,83,1.0,1.0
118,51,118Sb,n,-87746,5,31.26,67,1.0,15.0
118,51,118Sb,m,-87945,3,,67,1.0,15.0
118,51,118Sb,,-87996,3,,67,1.0,15.0
110,51,110Sb,,-77450,6,194.7,59,1.0,9.0
133,51,133Sb,m,-74383,9,962.3,82,1.0,0.0
133,51,133Sb,,-78924,3,,82,1.0,0.0
138,51,138Sb,,-54650.0, 300.0,,87,1.0,5.0
116,51,116Sb,,-86822,5,,65,1.0,15.0
117,51,117Sb,,-88640,8,527.31,66,1.0,16.0
111,51,111Sb,,-80837,9,487.4,60,1.0,10.0
120,51,120Sb,n,-88339,7,,69,1.0,13.0
117,51,117Sb,m,-85509,8,,66,1.0,16.0
115,51,115Sb,m,-84207,16,723.5830000000001,64,1.0,14.0
115,51,115Sb,,-87003,16,,64,1.0,14.0
132,51,132Sb,n,-79380.8,2.5,,81,1.0,1.0
132,51,132Sb,m,-79490.0,  50.0,,81,1.0,1.0
137,51,137Sb,,-60060,50,,86,1.0,4.0
134,51,134Sb,,-74019,3,,83,1.0,1.0
117,51,117Sb,n,-85409,8,,66,1.0,16.0
120,51,120Sb,p,-86090.0, 100.0,,69,1.0,13.0
120,51,120Sb,m,-88420.0, 100.0,,69,1.0,13.0
135,51,135Sb,,-69690.3,2.6,281.8,84,1.0,2.0
113,51,113Sb,,-84417,17,644.78,62,1.0,12.0
112,51,112Sb,,-81599,18,38.4,61,1.0,11.0
129,51,129Sb,p,-82490,21,645.14,78,1.0,4.0
129,51,129Sb,n,-82768,21,,78,1.0,4.0
129,51,129Sb,m,-82778,21,,78,1.0,4.0
129,51,129Sb,,-84629,21,,78,1.0,4.0
114,51,114Sb,,-84497,20,,63,1.0,13.0
112,51,112Sb,m,-80773,18,,61,1.0,11.0
123,51,123Sb,,-89222.9,1.4,160.33,72,1.0,10.0
123,51,123Sb,m,-86985.1,1.4,,72,1.0,10.0
123,51,123Sb,n,-86609.5,1.5,,72,1.0,10.0
102,51,102Sb,,-51100.0, 400.0,,51,1.0,1.0
136,51,136Sb,m,-64238,6,,85,1.0,3.0
128,51,128Sb,p,-82860,19,,77,1.0,5.0
107,51,107Sb,,-70653,4,768.62,56,1.0,6.0
122,51,122Sb,p,-88170.6,2.5,,71,1.0,11.0
141,51,141Sb,,-39540.0, 500.0,,90,1.0,8.0
116,51,116Sb,n,-86440,40,,65,1.0,15.0
130,51,130Sb,q,-80741,14,4.8,79,1.0,3.0
122,51,122Sb,m,-88272.8,2.5,,71,1.0,11.0
122,51,122Sb,,-88334.2,2.5,,71,1.0,11.0
130,51,130Sb,,-82286,14,,79,1.0,3.0
130,51,130Sb,m,-82281,14,,79,1.0,3.0
130,51,130Sb,n,-82201,14,,79,1.0,3.0
121,51,121Sb,m,-86848,17,37.1298,70,1.0,12.0
122,51,122Sb,n,-88196.7,2.5,,71,1.0,11.0
121,51,121Sb,,-89599.2,2.5,,70,1.0,12.0
108,51,108Sb,,-72445,5,259.5,57,1.0,7.0
130,51,130Sb,p,-80778,14,,79,1.0,3.0
140,51,140Sb,m,-44060.0, 600.0,70.9,89,1.0,7.0
140,51,140Sb,,-44390.0, 600.0,,89,1.0,7.0
135,52,135Te,,-77728.8,1.7,658.65,83,2.0,1.0
136,52,136Te,,-74425.3,2.3,606.64,84,2.0,2.0
135,52,135Te,m,-76173.9,1.7,,83,2.0,1.0
133,52,133Te,n,-81326.7,2.2,308.242,81,2.0,1.0
134,52,134Te,m,-80842.5,2.7,1279.11,82,2.0,0.0
134,52,134Te,,-82533.8,2.7,,82,2.0,0.0
137,52,137Te,,-69303.8,2.1,608.2,85,2.0,3.0
133,52,133Te,m,-82602.8,2.1,,81,2.0,1.0
131,52,131Te,,-85211.02,0.06,182.25799999999998,79,2.0,3.0
138,52,138Te,,-65696,4,460.8,86,2.0,4.0
128,52,128Te,,-88993.8,0.7,743.216,76,2.0,6.0
128,52,128Te,m,-86203,0.8,,76,2.0,6.0
144,52,144Te,,-36220.0, 300.0,,92,2.0,10.0
129,52,129Te,,-87004.9,0.7,105.51,77,2.0,5.0
129,52,129Te,m,-86899.4,0.7,,77,2.0,5.0
140,52,140Te,,-56367,14,422.9,88,2.0,6.0
130,52,130Te,,-87352.96,0.011,839.4939999999999,78,2.0,4.0
130,52,130Te,n,-84685.8,0.8,,78,2.0,4.0
130,52,130Te,p,-82979.1,0.9,,78,2.0,4.0
139,52,139Te,,-60205,4,271.0,87,2.0,5.0
141,52,141Te,,-50670.0, 400.0,,89,2.0,7.0
131,52,131Te,m,-85028.76,0.06,,79,2.0,3.0
131,52,131Te,n,-83271,0.4,,79,2.0,3.0
127,52,127Te,m,-88192.3,1.4,61.161,75,2.0,7.0
127,52,127Te,,-88280.5,1.4,,75,2.0,7.0
132,52,132Te,,-85188,3,974.22,80,2.0,2.0
132,52,132Te,m,-83413,3,,80,2.0,2.0
132,52,132Te,n,-83263,3,,80,2.0,2.0
132,52,132Te,p,-82465,3,,80,2.0,2.0
143,52,143Te,,-40530.0, 500.0,,91,2.0,9.0
142,52,142Te,,-46550.0, 500.0,,90,2.0,8.0
133,52,133Te,,-82937.1,2.1,,81,2.0,1.0
130,52,130Te,m,-85206.55,0.04,,78,2.0,4.0
145,52,145Te,,-30010.0, 300.0,,93,2.0,11.0
114,52,114Te,,-81890,24,708.74,62,2.0,12.0
117,52,117Te,,-85096,13,274.4,65,2.0,15.0
124,52,124Te,,-90524.1,1.4,602.7271,72,2.0,10.0
115,52,115Te,n,-81783,28,20.0,63,2.0,13.0
115,52,115Te,m,-82053,30,,63,2.0,13.0
113,52,113Te,,-78347,28,,61,2.0,11.0
115,52,115Te,,-82063,28,,63,2.0,13.0
119,52,119Te,,-87183,7,257.48400000000004,67,2.0,15.0
108,52,108Te,,-65782,5,625.2,56,2.0,6.0
123,52,123Te,,-89171,1.4,158.994,71,2.0,11.0
105,52,105Te,,-52810,300,150.0,53,2.0,3.0
118,52,118Te,,-87691,18,605.706,66,2.0,16.0
106,52,106Te,,-58220,100,664.8,54,2.0,4.0
125,52,125Te,,-89021.8,1.4,35.4925,73,2.0,9.0
125,52,125Te,m,-88877,1.4,,73,2.0,9.0
123,52,123Te,m,-88923.5,1.4,,71,2.0,11.0
119,52,119Te,m,-86922,7,,67,2.0,15.0
122,52,122Te,,-90313.3,1.4,564.094,70,2.0,12.0
120,52,120Te,,-89362.2,1.8,560.438,68,2.0,14.0
104,52,104Te,,-49630,320,,52,2.0,2.0
111,52,111Te,,-73587,6,117.1,59,2.0,9.0
107,52,107Te,,-60660.0, 100.0,90.3,55,2.0,5.0
121,52,121Te,m,-88249,26,212.19099999999997,69,2.0,13.0
112,52,112Te,,-77568,8,689.0,60,2.0,10.0
116,52,116Te,,-85264,24,678.92,64,2.0,14.0
121,52,121Te,,-88543,26,,69,2.0,13.0
110,52,110Te,,-72230,7,657.2,58,2.0,8.0
109,52,109Te,,-67715,4,98.12,57,2.0,7.0
126,52,126Te,,-90064.2,1.4,666.3380000000001,74,2.0,8.0
117,52,117Te,m,-84800,13,,65,2.0,15.0
133,53,133I,,-85857,6,312.075,80,3.0,2.0
123,53,123I,,-87943,4,138.33,70,3.0,12.0
144,53,144I,,-45330.0, 400.0,,91,3.0,9.0
116,53,116I,m,-76990,80,,63,3.0,13.0
106,53,106I,,-43300.0, 400.0,,53,3.0,3.0
133,53,133I,m,-84223,6,,80,3.0,2.0
142,53,142I,,-54803,5,,89,3.0,7.0
141,53,141I,,-59927,16,,88,3.0,6.0
132,53,132I,m,-85594,10,22.0,79,3.0,3.0
116,53,116I,,-77420,80,,63,3.0,13.0
132,53,132I,,-85704,4,,79,3.0,3.0
140,53,140I,,-63606,12,,87,3.0,5.0
122,53,122I,p,-85685,5,53.114,69,3.0,13.0
130,53,130I,m,-86896,3,39.9525,77,3.0,5.0
130,53,130I,n,-86866,3,,77,3.0,5.0
130,53,130I,p,-86854,3,,77,3.0,5.0
130,53,130I,q,-86851,3,,77,3.0,5.0
121,53,121I,,-86246,5,95.71,68,3.0,14.0
121,53,121I,m,-83869,5,,68,3.0,14.0
120,53,120I,m,-83674,15,25.07,67,3.0,15.0
120,53,120I,,-83747,15,,67,3.0,15.0
119,53,119I,,-83778,22,90.1,66,3.0,16.0
122,53,122I,,-86079,5,,69,3.0,13.0
122,53,122I,q,-85635,5,,69,3.0,13.0
122,53,122I,m,-85764,5,,69,3.0,13.0
146,53,146I,,-35540.0, 300.0,,93,3.0,11.0
131,53,131I,m,-85524.3,0.7,149.716,78,3.0,4.0
107,53,107I,,-49430.0, 300.0,,54,3.0,4.0
108,53,108I,,-52770.0, 100.0,,55,3.0,5.0
118,53,118I,m,-80782,20,,65,3.0,15.0
118,53,118I,,-80971,20,,65,3.0,15.0
133,53,133I,n,-84128,6,,80,3.0,2.0
117,53,117I,,-80439,26,58.87,64,3.0,14.0
129,53,129I,,-88507,3,27.793000000000003,76,3.0,6.0
122,53,122I,n,-85700,5,,69,3.0,13.0
131,53,131I,,-87442.7,0.6,,78,3.0,4.0
133,53,133I,p,-83363,6,,80,3.0,2.0
130,53,130I,,-86936,3,,77,3.0,5.0
120,53,120I,n,-83430,150,,67,3.0,15.0
113,53,113I,,-71120,8,63.6,60,3.0,10.0
136,53,136I,m,-79339,5,86.73,83,3.0,1.0
127,53,127I,,-88983,4,57.608000000000004,74,3.0,8.0
135,53,135I,,-83779.2,2.1,603.68,82,3.0,0.0
114,53,114I,,-72639,20,,61,3.0,11.0
138,53,138I,m,-71912,6,67.9,85,3.0,3.0
147,53,147I,,-31200.0, 300.0,,94,3.0,12.0
109,53,109I,,-57673,7,,56,3.0,6.0
143,53,143I,,-50790.0, 200.0,,90,3.0,8.0
125,53,125I,,-88836,1.4,113.544,72,3.0,10.0
138,53,138I,,-71980,6,,85,3.0,3.0
136,53,136I,,-79545,14,,83,3.0,1.0
126,53,126I,m,-87799,4,56.43,73,3.0,9.0
134,53,134I,m,-83727,5,44.39,81,3.0,1.0
126,53,126I,,-87910,4,,73,3.0,9.0
114,53,114I,m,-72373,20,,61,3.0,11.0
145,53,145I,,-41130.0, 500.0,,92,3.0,10.0
110,53,110I,,-60470,60,,57,3.0,7.0
128,53,128I,n,-87571,4,27.362,75,3.0,7.0
128,53,128I,m,-87600,4,,75,3.0,7.0
134,53,134I,,-84043,5,,81,3.0,1.0
139,53,139I,,-68471,4,209.5,86,3.0,4.0
128,53,128I,,-87738,4,,75,3.0,7.0
137,53,137I,,-76356,8,243.3,84,3.0,2.0
124,53,124I,,-87364.6,2.3,55.48,71,3.0,11.0
115,53,115I,,-76338,29,56.7,62,3.0,12.0
111,53,111I,,-64954,5,37.2,58,3.0,8.0
112,53,112I,,-67063,10,55.0,59,3.0,9.0
137,54,137Xe,,-82383.41,0.1,601.05,83,4.0,1.0
119,54,119Xe,,-78794,10,169.34,65,4.0,15.0
130,54,130Xe,,-89880.474,0.009,536.068,76,4.0,6.0
138,54,138Xe,,-79972.2,2.8,588.826,84,4.0,2.0
136,54,136Xe,m,-84537.43,0.07,1313.06,82,4.0,0.0
136,54,136Xe,,-86429.17,0.007,,82,4.0,0.0
111,54,111Xe,,-54520.0, 120.0,,57,4.0,7.0
110,54,110Xe,,-51920,100,469.7,56,4.0,6.0
118,54,118Xe,,-78079,10,337.32,64,4.0,14.0
143,54,143Xe,,-60203,5,78.8,89,4.0,7.0
113,54,113Xe,,-62204,7,125.91,59,4.0,9.0
131,54,131Xe,,-88413.575,0.005,80.1854,77,4.0,5.0
133,54,133Xe,n,-85497.0,  20.0,233.22099999999998,79,4.0,3.0
139,54,139Xe,,-75644.6,2.1,22.74,85,4.0,3.0
115,54,115Xe,,-68657,12,208.0,61,4.0,11.0
116,54,116Xe,,-73047,13,393.6,62,4.0,12.0
144,54,144Xe,,-56872,5,252.6,90,4.0,8.0
114,54,114Xe,,-67086,11,450.08,60,4.0,10.0
108,54,108Xe,,-42630,380,,54,4.0,4.0
132,54,132Xe,m,-86526.77,0.17,667.715,78,4.0,4.0
132,54,132Xe,,-89278.975,0.005,,78,4.0,4.0
134,54,134Xe,,-88125.834,0.006,847.041,80,4.0,2.0
134,54,134Xe,m,-86160.3,0.5,,80,4.0,2.0
134,54,134Xe,n,-85100.6,1.5,,80,4.0,2.0
109,54,109Xe,,-46170,300,,55,4.0,5.0
147,54,147Xe,,-42400.0, 200.0,,93,4.0,11.0
117,54,117Xe,,-74185,10,204.82,63,4.0,13.0
113,54,113Xe,m,-61800,7,,59,4.0,9.0
133,54,133Xe,,-87643.6,2.4,,79,4.0,3.0
135,54,135Xe,,-86413,4,288.455,81,4.0,1.0
135,54,135Xe,m,-85886,4,,81,4.0,1.0
140,54,140Xe,,-72986.5,2.3,376.658,86,4.0,4.0
131,54,131Xe,m,-88249.645,0.009,,77,4.0,5.0
112,54,112Xe,,-60026,8,466.0,58,4.0,8.0
133,54,133Xe,m,-87410.4,2.4,,79,4.0,3.0
148,54,148Xe,,-38650.0, 300.0,,94,4.0,12.0
129,54,129Xe,m,-88459.93,0.03,39.5774,75,4.0,7.0
