AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,DeltaSum
153,68,153Er,,-60467.0,9.0,266.5,85,14.0,3.0,17.0
171,68,171Er,m,-57519.2,1.4,79.05,103,14.0,21.0,35.0
157,68,157Er,,-63414.0,27.0,10.3,89,14.0,7.0,21.0
168,68,168Er,m,-61895.19,0.26,79.804,100,14.0,18.0,32.0
170,68,170Er,,-60107.5,1.4,78.59,102,14.0,20.0,34.0
154,68,154Er,,-62605.0,5.0,560.8,86,14.0,4.0,18.0
145,68,145Er,m,-39040.0,200.0,175.0,77,14.0,5.0,19.0
156,68,156Er,,-64212.0,25.0,344.53,88,14.0,6.0,20.0
169,68,169Er,m,-60829.2,0.3,64.55,101,14.0,19.0,33.0
172,68,172Er,m,-54982.0,4.0,77.0,104,14.0,22.0,36.0
155,68,155Er,,-62209.0,6.0,88.08,87,14.0,5.0,19.0
147,68,147Er,m,-46510.0,60.0,80.9,79,14.0,3.0,17.0
160,68,160Er,,-66064.0,24.0,125.47,92,14.0,10.0,24.0
152,68,152Er,,-60500.0,9.0,808.3,84,14.0,2.0,16.0
158,68,158Er,,-65304.0,25.0,192.15,90,14.0,8.0,22.0
168,69,168Tm,,-61312.4,1.7,3.0,99,13.0,17.0,30.0
145,69,145Tm,,-27580.0,200.0,338.4,76,13.0,6.0,19.0
169,69,169Tm,m,-60958.6,0.7,8.410169999999999,100,13.0,18.0,31.0
170,69,170Tm,,-59795.3,0.7,38.7139,101,13.0,19.0,32.0
173,69,173Tm,n,-54350.0,4.0,2.46,104,13.0,22.0,35.0
165,69,165Tm,m,-62849.6,1.7,11.54,96,13.0,14.0,27.0
167,69,167Tm,n,-62250.3,1.3,10.4,98,13.0,16.0,29.0
172,69,172Tm,m,-56898.0,5.0,62.529,103,13.0,21.0,34.0
147,69,147Tm,m,-35913.0,7.0,68.0,78,13.0,4.0,17.0
171,69,171Tm,n,-57535.9,1.0,5.0359,102,13.0,20.0,33.0
146,69,146Tm,n,-30620.0,200.0,182.0,77,13.0,5.0,18.0
175,69,175Tm,n,-50790.0,50.0,2.6,106,13.0,20.0,33.0
161,69,161Tm,n,-61821.0,28.0,7.51,92,13.0,10.0,23.0
153,69,153Tm,m,-53930.0,12.0,43.2,84,13.0,2.0,15.0
159,69,159Tm,,-60570.0,28.0,52.98,90,13.0,8.0,21.0
157,69,157Tm,m,-58610.0,60.0,35.23,88,13.0,6.0,19.0
155,69,155Tm,,-56626.0,10.0,41.0,86,13.0,4.0,17.0
160,69,160Tm,n,-60090.0,60.0,42.11,91,13.0,9.0,22.0
152,69,152Tm,,-51720.0,50.0,141.61,83,13.0,1.0,14.0
156,69,156Tm,m,-56430.0,200.0,115.2,87,13.0,5.0,18.0
163,69,163Tm,,-62728.0,6.0,13.52,94,13.0,12.0,25.0
154,69,154Tm,,-54427.0,14.0,133.2,85,13.0,3.0,16.0
158,69,158Tm,,-58703.0,25.0,74.1,89,13.0,7.0,20.0
162,69,162Tm,m,-61350.0,50.0,44.651,93,13.0,11.0,24.0
150,69,150Tm,,-46490.0,200.0,16.89,81,13.0,1.0,14.0
154,70,154Yb,,-49932.0,17.0,821.3,84,12.0,2.0,14.0
166,70,166Yb,,-61594.0,7.0,102.37,96,12.0,14.0,26.0
176,70,176Yb,m,-52441.5,0.6,82.135,106,12.0,20.0,32.0
168,70,168Yb,,-61579.87,0.09,87.73,98,12.0,16.0,28.0
171,70,171Yb,n,-59184.402,0.013000000000000001,66.732,101,12.0,19.0,31.0
170,70,170Yb,m,-59505.47,0.14,84.25468000000002,100,12.0,18.0,30.0
177,70,177Yb,m,-50654.9,0.4,104.51,107,12.0,19.0,31.0
167,70,167Yb,,-60590.0,4.0,29.658,97,12.0,15.0,27.0
158,70,158Yb,,-56010.0,8.0,358.2,88,12.0,6.0,18.0
153,70,153Yb,m,-44530.0,210.0,567.03,83,12.0,1.0,13.0
157,70,157Yb,,-53420.0,11.0,205.5,87,12.0,5.0,17.0
178,70,178Yb,,-49677.0,7.0,84.0,108,12.0,18.0,30.0
174,70,174Yb,m,-55426.373,0.017,76.471,104,12.0,22.0,34.0
152,70,152Yb,m,-43530.0,150.0,1531.4,82,12.0,0.0,12.0
161,70,161Yb,,-57834.0,15.0,43.67,91,12.0,9.0,21.0
164,70,164Yb,,-61012.0,15.0,123.31,94,12.0,12.0,24.0
162,70,162Yb,,-59821.0,15.0,166.72,92,12.0,10.0,22.0
163,70,163Yb,,-59294.0,15.0,53.88,93,12.0,11.0,23.0
173,70,173Yb,,-57551.234000000004,0.011000000000000001,78.64699999999998,103,12.0,21.0,33.0
156,70,156Yb,,-53266.0,9.0,536.0,86,12.0,4.0,16.0
169,70,169Yb,,-60375.53,0.18,24.1999,99,12.0,17.0,29.0
160,70,160Yb,,-58163.0,5.0,243.0,90,12.0,8.0,20.0
155,70,155Yb,,-50503.0,17.0,168.7,85,12.0,3.0,15.0
175,70,175Yb,m,-54180.69,0.07,104.5263,105,12.0,21.0,33.0
172,70,172Yb,m,-57705.03,0.06,78.7427,102,12.0,20.0,32.0
165,70,165Yb,m,-60168.0,27.0,87.53,95,12.0,13.0,25.0
177,71,177Lu,r,-48853.5,1.3,121.6214,106,11.0,20.0,31.0
169,71,169Lu,m,-58054.0,3.0,29.0,98,11.0,16.0,27.0
178,71,178Lu,m,-50214.0,3.0,42.4,107,11.0,19.0,30.0
179,71,179Lu,m,-48467.0,5.0,35.0,108,11.0,18.0,29.0
180,71,180Lu,,-46680.0,70.0,13.9,109,11.0,17.0,28.0
173,71,173Lu,m,-56757.3,1.6,117.181,102,11.0,20.0,31.0
174,71,174Lu,,-55570.3,1.6,44.6966,103,11.0,21.0,32.0
172,71,172Lu,q,-56522.5,2.3,41.86,101,11.0,19.0,30.0
175,71,175Lu,,-55165.7,1.2,113.806,104,11.0,22.0,33.0
171,71,171Lu,,-57828.5,1.9,71.13,100,11.0,18.0,29.0
176,71,176Lu,n,-51867.8,1.3,122.845,105,11.0,21.0,32.0
163,71,163Lu,,-54791.0,28.0,16.84,92,11.0,10.0,21.0
162,71,162Lu,,-52830.0,80.0,5.0,91,11.0,9.0,20.0
151,71,151Lu,,-30300.0,300.0,78.0,80,11.0,2.0,13.0
155,71,155Lu,,-42545.0,19.0,20.0,84,11.0,2.0,13.0
153,71,153Lu,m,-38300.0,150.0,80.0,82,11.0,0.0,11.0
164,71,164Lu,,-54642.0,28.0,31.3,93,11.0,11.0,22.0
157,71,157Lu,m,-46419.0,12.0,20.9,86,11.0,4.0,15.0
166,71,166Lu,n,-55980.0,30.0,34.37,95,11.0,13.0,24.0
150,71,150Lu,m,-24750.0,300.0,22.0,79,11.0,3.0,14.0
174,72,174Hf,n,-54047.0,2.3,90.985,102,10.0,20.0,30.0
164,72,164Hf,,-51818.0,16.0,210.7,92,10.0,10.0,20.0
178,72,178Hf,,-52435.4,1.4,93.1803,106,10.0,20.0,30.0
157,72,157Hf,,-38860.0,200.0,111.0,85,10.0,3.0,13.0
161,72,161Hf,m,-45987.0,23.0,126.8,89,10.0,7.0,17.0
175,72,175Hf,m,-54355.9,2.3,81.4,103,10.0,21.0,31.0
172,72,172Hf,m,-54396.0,24.0,95.22,100,10.0,18.0,28.0
173,72,173Hf,,-55412.0,28.0,69.73,101,10.0,19.0,29.0
177,72,177Hf,p,-50140.7,1.4,112.9498,105,10.0,21.0,31.0
176,72,176Hf,q,-49712.8,1.7,88.34899999999998,104,10.0,22.0,32.0
162,72,162Hf,,-49168.0,9.0,285.0,90,10.0,8.0,18.0
156,72,156Hf,m,-35860.0,150.0,857.2,84,10.0,2.0,12.0
163,72,163Hf,,-49269.0,26.0,107.1,91,10.0,9.0,19.0
158,72,158Hf,,-42102.0,17.0,476.36,86,10.0,4.0,14.0
159,72,159Hf,,-42853.0,17.0,98.87,87,10.0,5.0,15.0
160,72,160Hf,,-45939.0,10.0,389.4,88,10.0,6.0,16.0
166,72,166Hf,,-53859.0,28.0,158.64,94,10.0,12.0,22.0
154,72,154Hf,m,-30010.0,300.0,1513.0,82,10.0,0.0,10.0
167,72,167Hf,,-53468.0,28.0,92.2,95,10.0,13.0,23.0
180,72,180Hf,,-49779.5,1.4,93.324,108,10.0,18.0,28.0
165,72,165Hf,,-51636.0,28.0,76.4,93,10.0,11.0,21.0
170,72,170Hf,,-56254.0,28.0,100.74,98,10.0,16.0,26.0
181,72,181Hf,,-47403.0,1.4,45.76300000000001,109,10.0,17.0,27.0
168,72,168Hf,,-55361.0,28.0,124.1,96,10.0,14.0,24.0
183,72,183Hf,m,-41820.0,70.0,68.57,111,10.0,15.0,25.0
182,72,182Hf,,-46050.0,6.0,97.79,110,10.0,16.0,26.0
169,72,169Hf,,-54717.0,28.0,28.8,97,10.0,15.0,25.0
171,72,171Hf,,-55431.0,29.0,21.93,99,10.0,17.0,27.0
179,72,179Hf,,-50463.0,1.4,122.7904,107,10.0,19.0,29.0
184,72,184Hf,,-41500.0,40.0,107.1,112,10.0,14.0,24.0
177,73,177Ta,p,-50360.0,3.0,70.48,104,9.0,22.0,31.0
159,73,159Ta,,-34439.0,20.0,64.0,86,9.0,4.0,13.0
181,73,181Ta,n,-47823.9,1.6,6.237,108,9.0,18.0,27.0
179,73,179Ta,m,-50326.8,1.5,30.7,106,9.0,20.0,29.0
182,73,182Ta,m,-46414.4,1.6,16.273,109,9.0,17.0,26.0
183,73,183Ta,,-45293.5,1.6,73.164,110,9.0,16.0,25.0
175,73,175Ta,p,-50841.0,28.0,36.405,102,9.0,20.0,29.0
185,73,185Ta,,-41394.0,14.0,164.5,112,9.0,14.0,23.0
157,73,157Ta,,-29600.0,150.0,22.0,84,9.0,2.0,11.0
158,73,158Ta,,-31120.0,200.0,141.0,85,9.0,3.0,12.0
184,73,184Ta,,-42839.0,26.0,47.9,111,9.0,15.0,24.0
156,73,156Ta,m,-25910.0,300.0,102.0,83,9.0,1.0,10.0
180,73,180Ta,,-48933.6,2.1,39.54,107,9.0,19.0,28.0
188,73,188Ta,,-33910.0,200.0,99.0,115,9.0,11.0,20.0
172,73,172Ta,,-51330.0,28.0,3.2,99,9.0,17.0,26.0
165,73,165Ta,,-45848.0,14.0,60.0,92,9.0,10.0,19.0
171,73,171Ta,,-51720.0,28.0,31.2,98,9.0,16.0,25.0
167,73,167Ta,,-48351.0,28.0,94.66,94,9.0,12.0,21.0
168,73,168Ta,,-48394.0,28.0,178.43,95,9.0,13.0,22.0
166,74,166W,,-41887.0,9.0,252.0,92,8.0,10.0,18.0
171,74,171W,,-47086.0,28.0,101.86,97,8.0,15.0,23.0
184,74,184W,,-45705.5,0.7,111.2174,110,8.0,16.0,24.0
179,74,179W,p,-45947.0,15.0,119.9127,105,8.0,21.0,29.0
174,74,174W,,-50227.0,28.0,113.0,100,8.0,18.0,26.0
188,74,188W,m,-36741.0,3.0,143.16,114,8.0,12.0,20.0
165,74,165W,,-38861.0,26.0,43.0,91,8.0,9.0,17.0
172,74,172W,,-49097.0,28.0,123.2,98,8.0,16.0,24.0
178,74,178W,m,-43834.0,15.0,105.9,104,8.0,22.0,30.0
186,74,186W,n,-38965.8,2.4,122.63,112,8.0,14.0,22.0
175,74,175W,m,-49398.0,28.0,75.02,101,8.0,19.0,27.0
192,74,192W,,-29620.0,200.0,219.0,118,8.0,8.0,16.0
160,74,160W,,-29330.0,150.0,609.9,86,8.0,4.0,12.0
182,74,182W,,-48246.1,0.7,100.10598,108,8.0,18.0,26.0
190,74,190W,n,-32530.0,40.0,206.8,116,8.0,10.0,18.0
181,74,181W,n,-46580.9,1.4,113.4,107,8.0,19.0,27.0
168,74,168W,,-44893.0,13.0,199.3,94,8.0,12.0,20.0
170,74,170W,,-47291.0,13.0,156.72,96,8.0,14.0,22.0
183,74,183W,,-46365.7,0.7,46.4838,109,8.0,17.0,25.0
180,74,180W,n,-46371.5,1.4,103.561,106,8.0,20.0,28.0
164,74,164W,,-38236.0,10.0,331.9,90,8.0,8.0,16.0
158,74,158W,m,-21800.0,300.0,913.0,84,8.0,2.0,10.0
177,74,177W,,-49702.0,28.0,79.49,103,8.0,21.0,29.0
162,74,162W,,-33999.0,18.0,449.5,88,8.0,6.0,14.0
163,74,163W,m,-34430.0,60.0,102.0,89,8.0,7.0,15.0
187,74,187W,,-39904.0,1.2,77.289,113,8.0,13.0,21.0
157,74,157W,,-19690.0,400.0,318.0,83,8.0,1.0,9.0
176,74,176W,,-50642.0,28.0,108.3,102,8.0,20.0,28.0
185,74,185W,,-43387.9,0.7,23.547,111,8.0,15.0,23.0
189,75,189Re,,-37979.0,8.0,125.0,114,7.0,12.0,19.0
187,75,187Re,,-41216.5,0.7,134.244,112,7.0,14.0,21.0
183,75,183Re,,-45810.0,8.0,114.475,108,7.0,18.0,25.0
180,75,180Re,n,-42280.0,40.0,20.1,105,7.0,21.0,28.0
160,75,160Re,m,-16700.0,300.0,50.0,85,7.0,3.0,10.0
191,75,191Re,,-34350.0,10.0,27.0,116,7.0,10.0,17.0
161,75,161Re,,-20840.0,150.0,123.8,86,7.0,4.0,11.0
190,75,190Re,m,-35379.0,11.0,119.12,115,7.0,11.0,18.0
181,75,181Re,q,-42648.0,13.0,117.96,106,7.0,20.0,27.0
168,75,168Re,,-35790.0,30.0,89.7,93,7.0,11.0,18.0
162,75,162Re,,-22450.0,200.0,173.0,87,7.0,5.0,12.0
163,75,163Re,,-26002.0,19.0,115.0,88,7.0,6.0,13.0
175,75,175Re,,-45288.0,28.0,75.7,100,7.0,18.0,25.0
165,75,165Re,m,-30632.0,12.0,48.0,90,7.0,8.0,15.0
184,75,184Re,,-44220.0,4.0,56.0,109,7.0,17.0,24.0
186,75,186Re,m,-41779.1,0.9,59.01,111,7.0,15.0,22.0
188,75,188Re,,-39016.9,0.7,63.5959,113,7.0,13.0,20.0
194,75,194Re,,-27260.0,200.0,285.0,119,7.0,7.0,14.0
185,75,185Re,m,-41694.9,0.9,125.3587,110,7.0,16.0,23.0
173,75,173Re,,-43554.0,28.0,87.1,98,7.0,16.0,23.0
179,75,179Re,p,-41176.0,25.0,65.35,104,7.0,22.0,29.0
192,75,192Re,n,-31320.0,70.0,160.1,117,7.0,9.0,16.0
171,75,171Re,,-41250.0,28.0,157.09,96,7.0,14.0,21.0
187,76,187Os,n,-40961.9,0.7,9.756,111,6.0,15.0,21.0
185,76,185Os,,-42805.9,0.8,37.45,109,6.0,17.0,23.0
189,76,189Os,,-38986.8,0.7,30.82,113,6.0,13.0,19.0
192,76,192Os,,-35882.3,2.3,205.79442,116,6.0,10.0,16.0
193,76,193Os,,-33394.4,2.3,41.4844,117,6.0,9.0,15.0
190,76,190Os,m,-37002.1,0.6,186.718,114,6.0,12.0,18.0
183,76,183Os,m,-43490.0,50.0,96.39,107,6.0,19.0,25.0
182,76,182Os,,-44609.0,22.0,126.89,106,6.0,20.0,26.0
195,76,195Os,m,-29080.0,60.0,438.6,119,6.0,7.0,13.0
191,76,191Os,m,-36320.8,0.7,74.382,115,6.0,11.0,17.0
196,76,196Os,,-28280.0,40.0,324.4,120,6.0,6.0,12.0
184,76,184Os,,-44252.6,0.8,119.77,108,6.0,18.0,24.0
186,76,186Os,,-43000.0,0.8,137.159,110,6.0,16.0,22.0
194,76,194Os,,-32435.2,2.4,218.509,118,6.0,8.0,14.0
188,76,188Os,,-41137.3,0.7,155.043,112,6.0,14.0,20.0
172,76,172Os,,-37244.0,13.0,227.77,96,6.0,14.0,20.0
181,76,181Os,,-43550.0,25.0,49.2,105,6.0,21.0,27.0
178,76,178Os,,-43544.0,14.0,132.2,102,6.0,20.0,26.0
179,76,179Os,m,-42875.0,16.0,86.31,103,6.0,21.0,27.0
175,76,175Os,,-40105.0,12.0,90.32,99,6.0,17.0,23.0
180,76,180Os,,-44356.0,16.0,132.11,104,6.0,22.0,28.0
166,76,166Os,,-25432.0,18.0,432.0,90,6.0,8.0,14.0
171,76,171Os,,-34297.0,18.0,76.7,95,6.0,13.0,19.0
174,76,174Os,,-39995.0,10.0,158.6,98,6.0,16.0,22.0
162,76,162Os,,-14500.0,300.0,706.7,86,6.0,4.0,10.0
173,76,173Os,,-37438.0,15.0,91.6,97,6.0,15.0,21.0
165,76,165Os,,-21750.0,200.0,95.2,89,6.0,7.0,13.0
163,76,163Os,,-16340.0,300.0,623.7,87,6.0,5.0,11.0
164,76,164Os,,-20420.0,150.0,548.0,88,6.0,6.0,12.0
177,76,177Os,,-41956.0,15.0,75.6,101,6.0,19.0,25.0
198,76,198Os,,-23600.0,200.0,465.4,122,6.0,4.0,10.0
170,76,170Os,,-33926.0,10.0,286.7,94,6.0,12.0,18.0
168,76,168Os,,-29995.0,10.0,341.2,92,6.0,10.0,16.0
167,76,167Os,,-26500.0,80.0,87.1,91,6.0,9.0,15.0
176,76,176Os,,-42131.0,11.0,135.1,100,6.0,18.0,24.0
187,77,187Ir,,-39549.0,28.0,106.478,110,5.0,16.0,21.0
193,77,193Ir,n,-32257.4,1.4,73.041,116,5.0,10.0,15.0
195,77,195Ir,,-31692.3,1.3,69.181,118,5.0,8.0,13.0
173,77,173Ir,,-30268.0,11.0,71.1,96,5.0,14.0,19.0
194,77,194Ir,,-32531.8,1.3,43.119,117,5.0,9.0,14.0
174,77,174Ir,,-30786.0,11.0,193.0,97,5.0,15.0,20.0
198,77,198Ir,,-25710.0,200.0,116.4,121,5.0,5.0,10.0
191,77,191Ir,n,-34607.8,1.6,82.42299999999999,114,5.0,12.0,17.0
167,77,167Ir,,-17072.0,18.0,175.3,90,5.0,8.0,13.0
169,77,169Ir,m,-21940.0,12.0,153.0,92,5.0,10.0,15.0
189,77,189Ir,n,-36117.0,13.0,94.34,112,5.0,14.0,19.0
166,77,166Ir,m,-13130.0,200.0,172.0,89,5.0,7.0,12.0
165,77,165Ir,,-11600.0,160.0,180.0,88,5.0,6.0,11.0
188,77,188Ir,,-38345.0,9.0,54.81,111,5.0,15.0,20.0
192,77,192Ir,n,-34667.5,1.3,12.984000000000002,115,5.0,11.0,16.0
197,77,197Ir,m,-28149.0,21.0,52.0,120,5.0,6.0,11.0
181,77,181Ir,,-39463.0,5.0,24.89,104,5.0,22.0,27.0
183,77,183Ir,,-40202.0,25.0,15.8,106,5.0,20.0,25.0
178,77,178Ir,,-36254.0,19.0,54.4,101,5.0,19.0,24.0
184,77,184Ir,,-39611.0,28.0,11.6,107,5.0,19.0,24.0
196,77,196Ir,m,-29227.0,20.0,126.2,119,5.0,7.0,12.0
180,77,180Ir,,-37978.0,22.0,80.4,103,5.0,21.0,26.0
182,77,182Ir,n,-38876.0,21.0,8.1,105,5.0,21.0,26.0
185,77,185Ir,,-40336.0,28.0,5.8,108,5.0,18.0,23.0
195,78,195Pt,,-32793.9,0.5,98.88,117,4.0,9.0,13.0
183,78,183Pt,,-35773.0,14.0,34.74,105,4.0,21.0,25.0
200,78,200Pt,,-26599.0,20.0,470.1,122,4.0,4.0,8.0
192,78,192Pt,,-36288.5,2.6,316.50645,114,4.0,12.0,16.0
171,78,171Pt,m,-17060.0,80.0,89.5,93,4.0,11.0,15.0
188,78,188Pt,,-37821.0,5.0,265.61,110,4.0,16.0,20.0
199,78,199Pt,,-27388.7,2.2,32.0,121,4.0,5.0,9.0
198,78,198Pt,,-29904.0,2.1,407.22,120,4.0,6.0,10.0
190,78,190Pt,,-37306.5,0.7,295.78,112,4.0,14.0,18.0
181,78,181Pt,m,-34264.0,14.0,79.41,103,4.0,21.0,25.0
182,78,182Pt,,-36168.0,13.0,154.97,104,4.0,22.0,26.0
197,78,197Pt,m,-30020.2,0.5,53.088,119,4.0,7.0,11.0
191,78,191Pt,,-35698.0,4.0,9.547,113,4.0,13.0,17.0
170,78,170Pt,,-16299.0,18.0,509.2,92,4.0,10.0,14.0
189,78,189Pt,n,-36278.0,10.0,6.4,111,4.0,15.0,19.0
180,78,180Pt,,-34430.0,10.0,153.24,102,4.0,20.0,24.0
172,78,172Pt,,-21107.0,10.0,457.6,94,4.0,12.0,16.0
168,78,168Pt,,-11010.0,150.0,581.4,90,4.0,8.0,12.0
187,78,187Pt,,-36685.0,24.0,9.27,109,4.0,17.0,21.0
177,78,177Pt,m,-29223.0,15.0,81.2,99,4.0,17.0,21.0
186,78,186Pt,,-37864.0,22.0,191.53,108,4.0,18.0,22.0
174,78,174Pt,,-25318.0,10.0,394.2,96,4.0,14.0,18.0
196,78,196Pt,,-32644.5,0.5,355.6841,118,4.0,8.0,12.0
184,78,184Pt,m,-35492.0,15.0,162.98,106,4.0,20.0,24.0
194,78,194Pt,,-34760.1,0.5,328.473,116,4.0,10.0,14.0
204,78,204Pt,p,-14430.0,200.0,872.0,126,4.0,0.0,4.0
176,78,176Pt,,-28934.0,13.0,264.0,98,4.0,16.0,20.0
203,78,203Pt,p,-16980.0,210.0,367.0,125,4.0,1.0,5.0
202,78,202Pt,m,-20904.0,25.0,534.9,124,4.0,2.0,6.0
201,78,201Pt,,-23740.0,50.0,374.2,123,4.0,3.0,7.0
185,78,185Pt,n,-36487.0,26.0,94.79,107,4.0,19.0,23.0
178,78,178Pt,,-31997.0,10.0,170.3,100,4.0,18.0,22.0
179,78,179Pt,,-32268.0,8.0,71.4,101,4.0,19.0,23.0
193,78,193Pt,,-34479.7,1.4,1.642,115,4.0,11.0,15.0
194,79,194Au,m,-32104.5,2.2,35.22,115,3.0,11.0,14.0
205,79,205Au,,-18570.0,200.0,907.0,126,3.0,0.0,3.0
197,79,197Au,,-31139.8,0.5,77.351,118,3.0,8.0,11.0
203,79,203Au,,-23143.0,3.0,39.0,124,3.0,2.0,5.0
198,79,198Au,n,-28768.9,1.6,55.1812,119,3.0,7.0,10.0
195,79,195Au,,-32567.1,1.1,61.434,116,3.0,10.0,13.0
191,79,191Au,,-33798.0,5.0,11.1,112,3.0,14.0,17.0
199,79,199Au,,-29093.8,0.5,77.1942,120,3.0,6.0,9.0
196,79,196Au,,-31138.7,3.0,6.48,117,3.0,9.0,12.0
200,79,200Au,,-27240.0,27.0,59.98,121,3.0,5.0,8.0
201,79,201Au,,-26401.0,3.0,101.0,122,3.0,4.0,7.0
192,79,192Au,n,-32340.0,16.0,31.61,113,3.0,13.0,16.0
193,79,193Au,,-33405.0,9.0,38.234,114,3.0,12.0,15.0
187,79,187Au,,-33029.0,22.0,19.53,108,3.0,18.0,21.0
189,79,189Au,m,-33335.0,20.0,9.94,110,3.0,16.0,19.0
171,79,171Au,,-7562.0,21.0,259.0,92,3.0,10.0,13.0
188,79,188Au,,-32371.3,2.7,16.0,109,3.0,17.0,20.0
173,79,173Au,,-12832.0,23.0,214.0,94,3.0,12.0,15.0
170,79,170Au,,-3700.0,200.0,285.0,91,3.0,9.0,12.0
183,79,183Au,,-30191.0,9.0,12.4,104,3.0,22.0,25.0
190,79,190Au,,-32834.0,3.0,29.1,111,3.0,15.0,18.0
177,79,177Au,m,-21356.0,10.0,24.9,98,3.0,16.0,19.0
186,79,186Au,,-31715.0,21.0,36.14,107,3.0,19.0,22.0
198,80,198Hg,,-30954.3,0.5,411.80251,118,2.0,8.0,10.0
195,80,195Hg,m,-30837.0,23.0,37.083,115,2.0,11.0,13.0
205,80,205Hg,n,-18971.0,4.0,379.46,125,2.0,1.0,3.0
193,80,193Hg,,-31062.0,16.0,39.51,113,2.0,13.0,15.0
185,80,185Hg,m,-26080.0,14.0,26.1,105,2.0,21.0,23.0
186,80,186Hg,m,-26322.0,12.0,405.33,106,2.0,20.0,22.0
197,80,197Hg,m,-30241.0,3.0,133.96,117,2.0,9.0,11.0
199,80,199Hg,m,-29013.6,0.5,158.37859,119,2.0,7.0,9.0
180,80,180Hg,,-20251.0,13.0,419.8,100,2.0,18.0,20.0
194,80,194Hg,,-32184.0,2.9,427.92,114,2.0,12.0,14.0
206,80,206Hg,,-20946.0,20.0,1068.2,126,2.0,0.0,2.0
182,80,182Hg,,-23577.0,10.0,328.0,102,2.0,20.0,22.0
204,80,204Hg,n,-17464.0,0.5,436.552,124,2.0,2.0,4.0
191,80,191Hg,m,-30460.0,30.0,51.58,111,2.0,15.0,17.0
189,80,189Hg,,-29630.0,30.0,64.3,109,2.0,17.0,19.0
202,80,202Hg,,-27345.3,0.7,439.512,122,2.0,4.0,6.0
196,80,196Hg,,-31825.9,2.9,425.98,116,2.0,10.0,12.0
190,80,190Hg,,-31371.0,16.0,416.32,110,2.0,16.0,18.0
203,80,203Hg,n,-16987.9,1.7,7.49,123,2.0,3.0,5.0
175,80,175Hg,,-7970.0,80.0,80.0,95,2.0,13.0,15.0
176,80,176Hg,,-11785.0,11.0,613.3,96,2.0,14.0,16.0
177,80,177Hg,m,-12460.0,80.0,77.2,97,2.0,15.0,17.0
184,80,184Hg,,-26345.0,10.0,366.78,104,2.0,22.0,24.0
208,80,208Hg,m,-11930.0,40.0,669.0,128,2.0,2.0,4.0
172,80,172Hg,,-1060.0,150.0,672.8,92,2.0,10.0,12.0
210,80,210Hg,n,-3890.0,200.0,643.0,130,2.0,4.0,6.0
200,80,200Hg,,-29503.3,0.5,367.943,120,2.0,6.0,8.0
192,80,192Hg,,-32011.0,16.0,422.79,112,2.0,14.0,16.0
188,80,188Hg,,-30198.0,7.0,412.91,108,2.0,18.0,20.0
178,80,178Hg,,-16315.0,11.0,558.0,98,2.0,16.0,18.0
201,80,201Hg,,-27662.5,0.7,1.5648,121,2.0,5.0,7.0
197,81,197Tl,,-28354.0,14.0,385.77,116,1.0,10.0,11.0
208,81,208Tl,,-16750.1,1.9,39.858,127,1.0,1.0,2.0
183,81,183Tl,m,-15959.0,9.0,273.0,102,1.0,20.0,21.0
196,81,196Tl,m,-27103.0,12.0,191.7,115,1.0,11.0,12.0
190,81,190Tl,n,,,83.0,109,1.0,17.0,18.0
207,81,207Tl,m,-19686.0,5.0,351.06,126,1.0,0.0,1.0
200,81,200Tl,n,-26285.0,6.0,147.634,119,1.0,7.0,8.0
204,81,204Tl,q,-18106.7,1.3,139.97,123,1.0,3.0,4.0
201,81,201Tl,,-27181.0,14.0,331.16,120,1.0,6.0,7.0
177,81,177Tl,m,-2533.0,12.0,807.0,96,1.0,14.0,15.0
202,81,202Tl,,-25980.4,1.8,186.3,121,1.0,5.0,6.0
203,81,203Tl,n,-22200.0,50.0,279.1954,122,1.0,4.0,5.0
181,81,181Tl,m,-11963.0,9.0,258.0,100,1.0,18.0,19.0
198,81,198Tl,,-27529.0,8.0,173.41,117,1.0,9.0,10.0
206,81,206Tl,m,-19610.2,1.3,265.832,125,1.0,1.0,2.0
199,81,199Tl,,-28059.0,28.0,366.89,118,1.0,8.0,9.0
205,81,205Tl,n,-18985.2,1.9,203.7,124,1.0,2.0,3.0
189,81,189Tl,,-24616.0,8.0,281.0,108,1.0,18.0,19.0
188,81,188Tl,m,-22308.0,9.0,35.0,107,1.0,19.0,20.0
191,81,191Tl,,-26283.0,7.0,341.2,110,1.0,16.0,17.0
194,81,194Tl,m,-26677.0,4.0,192.07,113,1.0,13.0,14.0
185,81,185Tl,m,-19303.0,21.0,184.0,104,1.0,22.0,23.0
187,81,187Tl,,-22445.0,8.0,299.33,106,1.0,20.0,21.0
209,81,209Tl,m,-12417.0,6.0,323.81,128,1.0,2.0,3.0
210,81,210Tl,,-9247.0,12.0,62.5,129,1.0,3.0,4.0
193,81,193Tl,,-27477.0,7.0,365.2,112,1.0,14.0,15.0
195,81,195Tl,m,-27672.0,11.0,383.66,114,1.0,12.0,13.0
204,82,204Pb,,-25109.8,1.1,899.165,122,0.0,4.0,4.0
192,82,192Pb,,-22552.0,6.0,768.84,110,0.0,16.0,16.0
200,82,200Pb,,-26251.0,10.0,1026.61,118,0.0,8.0,8.0
187,82,187Pb,,-14987.0,5.0,33.0,105,0.0,21.0,21.0
